Index,Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
196,5025,Innovate Industries,Influencer,All Ages,30 days,Email,0.01,9239.00,7.85,Los Angeles,Mandarin,266,7630,3,Foodies,10/7/2021
197,5030,NexGen Systems,Display,All Ages,60 days,Email,0.02,15058.00,7.5,Houston,German,724,1953,9,Foodies,10/12/2021
198,5085,Alpha Innovations,Email,All Ages,15 days,Website,0.01,16260.00,5.89,Miami,French,375,9023,2,Foodies,12/6/2021
199,5097,Alpha Innovations,Email,All Ages,45 days,Facebook,0.13,7628.00,5.3,Los Angeles,English,426,2328,8,Foodies,12/18/2021
200,5101,TechCorp,Influencer,All Ages,30 days,YouTube,0.06,17548.00,6.65,Miami,Spanish,921,5303,9,Foodies,12/22/2021
201,5188,NexGen Systems,Social Media,All Ages,30 days,Google Ads,0.06,19585.00,4.69,Chicago,English,584,4493,5,Foodies,3/19/2021
202,5189,DataTech Solutions,Search,All Ages,30 days,Instagram,0.02,5118.00,2.74,Chicago,French,547,8558,3,Foodies,3/20/2021
203,5228,Alpha Innovations,Email,All Ages,45 days,Website,0.07,5361.00,3.67,Houston,Mandarin,563,1345,9,Foodies,4/28/2021
204,5250,NexGen Systems,Search,All Ages,60 days,Website,0.05,12444.00,5.12,Chicago,Mandarin,606,3006,10,Foodies,5/20/2021
205,5280,TechCorp,Influencer,All Ages,15 days,Instagram,0.03,8731.00,7.41,Los Angeles,French,765,2950,10,Foodies,6/19/2021
206,5291,Innovate Industries,Search,All Ages,15 days,Website,0.11,15946.00,3.78,Houston,German,135,1659,4,Foodies,6/30/2021
207,5292,TechCorp,Display,All Ages,45 days,Google Ads,0.11,11286.00,5.17,Los Angeles,French,302,7421,2,Foodies,7/1/2021
208,5327,DataTech Solutions,Influencer,All Ages,30 days,Facebook,0.1,15907.00,2.22,Chicago,French,846,6865,7,Foodies,8/5/2021
209,5364,NexGen Systems,Email,All Ages,15 days,Facebook,0.05,9869.00,6.69,Chicago,French,799,9885,4,Foodies,9/11/2021
210,5366,NexGen Systems,Email,All Ages,45 days,YouTube,0.06,10889.00,2.81,Miami,French,196,7934,2,Foodies,9/13/2021
211,5367,NexGen Systems,Social Media,All Ages,30 days,Email,0.12,6744.00,6.48,New York,Mandarin,326,2453,8,Foodies,9/14/2021
212,5369,TechCorp,Influencer,All Ages,60 days,YouTube,0.05,11404.00,2.03,Chicago,Mandarin,477,6546,7,Foodies,9/16/2021
213,5393,TechCorp,Search,All Ages,60 days,Facebook,0.01,16143.00,4.25,New York,Mandarin,342,3847,3,Foodies,10/10/2021
214,5404,Innovate Industries,Influencer,All Ages,15 days,Website,0.13,7563.00,4.17,Los Angeles,German,626,6611,7,Foodies,10/21/2021
215,5432,Innovate Industries,Search,All Ages,60 days,Website,0.11,18029.00,5.94,Los Angeles,German,452,3994,7,Foodies,11/18/2021
216,5462,Alpha Innovations,Social Media,All Ages,15 days,Google Ads,0.11,18963.00,4.63,Chicago,German,792,5538,10,Foodies,12/18/2021
217,5478,Alpha Innovations,Display,All Ages,60 days,Facebook,0.04,14022.00,5.09,Chicago,Spanish,381,5326,4,Foodies,1/3/2021
218,5480,Alpha Innovations,Influencer,All Ages,30 days,Email,0.05,12616.00,2.29,Houston,French,673,5474,10,Foodies,1/5/2021
219,5487,DataTech Solutions,Social Media,All Ages,15 days,Facebook,0.11,9865.00,4.7,Chicago,German,236,7219,6,Foodies,1/12/2021
220,5492,DataTech Solutions,Social Media,All Ages,60 days,YouTube,0.09,15447.00,3.32,New York,Mandarin,857,2579,8,Foodies,1/17/2021
221,5506,NexGen Systems,Influencer,All Ages,30 days,Google Ads,0.11,8549.00,2.76,Miami,English,394,9731,8,Foodies,1/31/2021
222,5541,Innovate Industries,Email,All Ages,30 days,Email,0.13,16439.00,3.97,Los Angeles,Spanish,516,2391,9,Foodies,3/7/2021
223,5549,Innovate Industries,Social Media,All Ages,60 days,Instagram,0.11,9249.00,6.84,New York,French,138,4033,10,Foodies,3/15/2021
224,5571,Innovate Industries,Display,All Ages,15 days,Website,0.01,14762.00,4.15,New York,Spanish,559,3462,7,Foodies,4/6/2021
225,5591,TechCorp,Display,All Ages,60 days,Email,0.13,18603.00,6.15,New York,Mandarin,139,9067,1,Foodies,4/26/2021
226,5603,Alpha Innovations,Search,All Ages,60 days,Email,0.04,17911.00,5.12,Los Angeles,Mandarin,546,8411,3,Foodies,5/8/2021
227,5604,NexGen Systems,Search,All Ages,15 days,Email,0.1,18994.00,2.58,New York,German,893,7871,5,Foodies,5/9/2021
228,5609,NexGen Systems,Display,All Ages,30 days,Email,0.08,8681.00,5.15,New York,French,367,6193,3,Foodies,5/14/2021
229,5628,NexGen Systems,Search,All Ages,30 days,Instagram,0.14,18947.00,4.55,Los Angeles,German,854,8206,5,Foodies,6/2/2021
230,5688,NexGen Systems,Email,All Ages,15 days,Email,0.06,5576.00,3.62,New York,Spanish,932,8709,2,Foodies,8/1/2021
231,5753,TechCorp,Search,All Ages,30 days,Facebook,0.13,18283.00,5.33,Houston,Spanish,126,7122,4,Foodies,10/5/2021
232,5758,DataTech Solutions,Display,All Ages,30 days,YouTube,0.12,14440.00,4.22,Miami,French,106,4990,9,Foodies,10/10/2021
233,5772,DataTech Solutions,Display,All Ages,15 days,Facebook,0.02,7709.00,2.02,Los Angeles,English,486,1478,8,Foodies,10/24/2021
234,5777,DataTech Solutions,Social Media,All Ages,15 days,YouTube,0.05,15430.00,3.35,Los Angeles,Mandarin,552,9264,1,Foodies,10/29/2021
235,5788,Alpha Innovations,Search,All Ages,30 days,Google Ads,0.06,16865.00,6.23,Los Angeles,English,592,6267,2,Foodies,11/9/2021
236,5855,Alpha Innovations,Search,All Ages,30 days,Website,0.05,18743.00,6.82,New York,German,442,8594,5,Foodies,1/15/2021
237,5859,NexGen Systems,Search,All Ages,30 days,Instagram,0.11,8840.00,7.85,New York,English,236,2448,8,Foodies,1/19/2021
238,5863,Alpha Innovations,Display,All Ages,15 days,Email,0.14,10991.00,5.87,Miami,German,299,8095,2,Foodies,1/23/2021
239,5868,Innovate Industries,Display,All Ages,60 days,Facebook,0.03,13432.00,4.4,Houston,English,229,7975,1,Foodies,1/28/2021
240,5932,NexGen Systems,Email,All Ages,45 days,Facebook,0.04,9219.00,5.44,Los Angeles,French,165,6051,10,Foodies,4/2/2021
241,5940,NexGen Systems,Email,All Ages,60 days,Instagram,0.06,12242.00,5.38,Chicago,Mandarin,740,5304,8,Foodies,4/10/2021
242,5941,DataTech Solutions,Social Media,All Ages,30 days,YouTube,0.05,17101.00,3.75,Miami,Mandarin,593,3417,7,Foodies,4/11/2021
243,5949,TechCorp,Email,All Ages,45 days,Website,0.07,5671.00,4.03,Los Angeles,Spanish,514,4481,6,Foodies,4/19/2021
244,5960,DataTech Solutions,Social Media,All Ages,45 days,Instagram,0.09,7801.00,7.94,Miami,French,769,1381,9,Foodies,4/30/2021
245,5998,DataTech Solutions,Search,All Ages,30 days,Email,0.11,8955.00,5.71,New York,English,266,8098,6,Foodies,6/7/2021
246,6013,TechCorp,Social Media,All Ages,60 days,Website,0.13,10183.00,2.36,New York,English,192,6907,2,Foodies,6/22/2021
247,6028,TechCorp,Search,All Ages,15 days,Website,0.06,8873.00,5.26,Chicago,English,324,5810,1,Foodies,7/7/2021
248,6031,NexGen Systems,Display,All Ages,15 days,Website,0.03,13821.00,4.04,Houston,Spanish,584,8632,9,Foodies,7/10/2021
249,6047,Alpha Innovations,Display,All Ages,45 days,Instagram,0.03,9686.00,4.49,Los Angeles,German,755,3039,10,Foodies,7/26/2021
250,6079,Innovate Industries,Social Media,All Ages,45 days,YouTube,0.04,11587.00,2.16,New York,English,368,5633,3,Foodies,8/27/2021
251,6183,TechCorp,Search,All Ages,30 days,Google Ads,0.12,15684.00,5.55,Los Angeles,French,109,6620,7,Foodies,12/9/2021
252,6187,Alpha Innovations,Display,All Ages,15 days,Google Ads,0.04,17341.00,6.68,Houston,English,524,2725,9,Foodies,12/13/2021
253,6228,Alpha Innovations,Influencer,All Ages,30 days,YouTube,0.14,15692.00,7,Los Angeles,Spanish,839,9868,3,Foodies,1/23/2021
254,6241,Innovate Industries,Social Media,All Ages,30 days,Google Ads,0.04,17997.00,4.65,Miami,English,980,9014,10,Foodies,2/5/2021
255,6284,TechCorp,Social Media,All Ages,45 days,Google Ads,0.14,5701.00,6.21,Chicago,English,238,7135,4,Foodies,3/20/2021
256,6339,DataTech Solutions,Search,All Ages,45 days,Email,0.14,6113.00,3.17,Chicago,German,911,4107,4,Foodies,5/14/2021
257,6388,DataTech Solutions,Email,All Ages,15 days,Website,0.05,19309.00,3.42,New York,German,813,4150,10,Foodies,7/2/2021
258,6396,TechCorp,Search,All Ages,45 days,Google Ads,0.09,12897.00,2.37,Los Angeles,Spanish,563,2068,2,Foodies,7/10/2021
259,6450,TechCorp,Search,All Ages,15 days,Facebook,0.08,14874.00,7.74,New York,Spanish,143,4480,3,Foodies,9/2/2021
260,6454,Alpha Innovations,Social Media,All Ages,30 days,Facebook,0.02,6898.00,6.71,Miami,Mandarin,104,9447,3,Foodies,9/6/2021
261,6468,TechCorp,Social Media,All Ages,15 days,YouTube,0.05,15383.00,5.94,Miami,Mandarin,554,5303,4,Foodies,9/20/2021
262,6470,Alpha Innovations,Display,All Ages,45 days,Website,0.1,6540.00,2.21,Chicago,Spanish,914,2808,4,Foodies,9/22/2021
263,6486,DataTech Solutions,Email,All Ages,30 days,Google Ads,0.05,18031.00,4.66,Chicago,English,642,2728,6,Foodies,10/8/2021
264,6506,NexGen Systems,Search,All Ages,60 days,YouTube,0.04,10731.00,6.08,Houston,Mandarin,425,1619,3,Foodies,10/28/2021
265,6517,DataTech Solutions,Social Media,All Ages,45 days,Email,0.07,12618.00,5.61,New York,Mandarin,752,4177,7,Foodies,11/8/2021
266,6520,Innovate Industries,Influencer,All Ages,30 days,Instagram,0.08,17874.00,5.49,Houston,English,282,5272,5,Foodies,11/11/2021
267,6544,DataTech Solutions,Email,All Ages,45 days,Instagram,0.02,16707.00,2.01,New York,English,658,7483,4,Foodies,12/5/2021
268,6550,NexGen Systems,Influencer,All Ages,45 days,YouTube,0.09,7071.00,6.44,New York,German,374,4207,5,Foodies,12/11/2021
269,6664,Alpha Innovations,Search,All Ages,45 days,YouTube,0.02,13395.00,2.91,Houston,French,245,7886,4,Foodies,4/4/2021
270,6670,DataTech Solutions,Display,All Ages,45 days,Email,0.13,14901.00,7.06,Los Angeles,German,329,4666,6,Foodies,4/10/2021
271,6723,Innovate Industries,Social Media,All Ages,30 days,Instagram,0.14,8716.00,5.59,Miami,Mandarin,709,7726,2,Foodies,6/2/2021
272,6728,TechCorp,Influencer,All Ages,30 days,Instagram,0.06,5488.00,2.43,Los Angeles,English,486,4888,2,Foodies,6/7/2021
273,6824,Alpha Innovations,Display,All Ages,30 days,YouTube,0.12,12016.00,3.86,New York,Mandarin,497,6138,4,Foodies,9/11/2021
274,6857,NexGen Systems,Search,All Ages,45 days,Google Ads,0.09,19790.00,2.76,Los Angeles,German,487,4286,2,Foodies,10/14/2021
275,6862,Alpha Innovations,Email,All Ages,30 days,Facebook,0.03,10937.00,3.12,Miami,German,135,1330,10,Foodies,10/19/2021
276,6903,DataTech Solutions,Social Media,All Ages,45 days,Google Ads,0.1,18276.00,6.82,New York,Mandarin,939,5453,9,Foodies,11/29/2021
277,6922,DataTech Solutions,Social Media,All Ages,45 days,YouTube,0.03,13171.00,3.86,Miami,English,457,1123,7,Foodies,12/18/2021
278,6941,DataTech Solutions,Search,All Ages,45 days,Website,0.01,12671.00,7.83,Chicago,English,892,7494,5,Foodies,1/6/2021
279,6954,Innovate Industries,Social Media,All Ages,30 days,YouTube,0.04,18131.00,4.29,Miami,Mandarin,458,6503,2,Foodies,1/19/2021
280,6959,DataTech Solutions,Email,All Ages,60 days,YouTube,0.09,18682.00,3.35,Miami,French,954,2255,8,Foodies,1/24/2021
281,6969,DataTech Solutions,Email,All Ages,30 days,Facebook,0.06,15703.00,6.29,Chicago,French,958,8510,1,Foodies,2/3/2021
282,6995,Innovate Industries,Social Media,All Ages,15 days,Instagram,0.09,12520.00,3.2,Chicago,German,338,5764,4,Foodies,3/1/2021
283,7006,DataTech Solutions,Influencer,All Ages,15 days,Facebook,0.03,7306.00,2.77,Houston,French,934,5331,3,Foodies,3/12/2021
284,7010,Alpha Innovations,Influencer,All Ages,45 days,Website,0.11,15601.00,3.33,Los Angeles,French,295,9469,10,Foodies,3/16/2021
285,7014,TechCorp,Search,All Ages,60 days,Google Ads,0.05,10814.00,4.83,Los Angeles,Spanish,779,7985,4,Foodies,3/20/2021
286,7025,TechCorp,Influencer,All Ages,60 days,Instagram,0.07,8021.00,3.46,Los Angeles,Spanish,911,4462,6,Foodies,3/31/2021
287,7050,DataTech Solutions,Search,All Ages,60 days,Facebook,0.14,9670.00,6.9,Houston,German,877,7620,4,Foodies,4/25/2021
288,7052,NexGen Systems,Search,All Ages,60 days,Instagram,0.11,6244.00,7.58,Chicago,French,362,8124,5,Foodies,4/27/2021
289,7121,Alpha Innovations,Email,All Ages,60 days,Email,0.12,19660.00,7.14,Miami,Spanish,580,9783,4,Foodies,7/5/2021
290,7124,TechCorp,Email,All Ages,15 days,Google Ads,0.14,13726.00,5.59,Los Angeles,Spanish,298,2076,2,Foodies,7/8/2021
291,7129,DataTech Solutions,Influencer,All Ages,45 days,Facebook,0.12,15488.00,4.41,Houston,Mandarin,466,5334,7,Foodies,7/13/2021
292,7189,Innovate Industries,Search,All Ages,30 days,Google Ads,0.08,13020.00,4.88,Los Angeles,German,642,6355,4,Foodies,9/11/2021
293,7200,DataTech Solutions,Social Media,All Ages,60 days,Google Ads,0.01,16949.00,3.01,New York,French,560,1086,8,Foodies,9/22/2021
294,7223,TechCorp,Email,All Ages,60 days,YouTube,0.07,9732.00,6.02,Chicago,English,803,4314,1,Foodies,10/15/2021
295,7236,Alpha Innovations,Search,All Ages,60 days,Instagram,0.11,17266.00,4.15,Houston,Mandarin,277,3231,2,Foodies,10/28/2021
296,7257,TechCorp,Influencer,All Ages,45 days,YouTube,0.06,15528.00,2.35,Chicago,English,329,9324,2,Foodies,11/18/2021
297,7310,DataTech Solutions,Search,All Ages,15 days,YouTube,0.1,10270.00,4.33,Miami,French,810,2808,8,Foodies,1/10/2021
298,7354,TechCorp,Search,All Ages,45 days,YouTube,0.14,18413.00,4.82,Miami,English,184,3272,1,Foodies,2/23/2021
299,7409,NexGen Systems,Display,All Ages,30 days,Instagram,0.03,18428.00,6.18,Miami,Spanish,356,6552,3,Foodies,4/19/2021
300,7424,TechCorp,Search,All Ages,60 days,Email,0.02,10181.00,5.34,Miami,Spanish,885,3656,10,Foodies,5/4/2021
301,7480,Innovate Industries,Email,All Ages,45 days,Email,0.11,12663.00,6.43,Miami,Spanish,874,3370,1,Foodies,6/29/2021
302,7495,Alpha Innovations,Email,All Ages,60 days,Facebook,0.15,18534.00,4.68,Los Angeles,Mandarin,456,2358,6,Foodies,7/14/2021
303,7503,DataTech Solutions,Influencer,All Ages,60 days,Instagram,0.08,19562.00,4.68,Chicago,Mandarin,329,5949,3,Foodies,7/22/2021
304,7521,DataTech Solutions,Display,All Ages,30 days,Website,0.08,9102.00,4.22,Chicago,French,198,8541,2,Foodies,8/9/2021
305,7541,Alpha Innovations,Display,All Ages,15 days,Email,0.03,15030.00,7.39,Chicago,German,666,1774,9,Foodies,8/29/2021
306,7588,Alpha Innovations,Influencer,All Ages,45 days,Instagram,0.01,9703.00,6.27,New York,Spanish,571,6697,1,Foodies,10/15/2021
307,7615,Innovate Industries,Social Media,All Ages,15 days,Facebook,0.09,9426.00,5.24,Miami,French,109,4045,5,Foodies,11/11/2021
308,7639,TechCorp,Influencer,All Ages,30 days,Website,0.12,7314.00,3.5,Miami,English,553,5191,2,Foodies,12/5/2021
309,7680,NexGen Systems,Social Media,All Ages,45 days,YouTube,0.1,16517.00,7.07,Houston,Spanish,481,7358,1,Foodies,1/15/2021
310,7690,TechCorp,Social Media,All Ages,30 days,Website,0.04,9422.00,3,Miami,Spanish,143,8551,3,Foodies,1/25/2021
311,7693,DataTech Solutions,Search,All Ages,15 days,Website,0.06,19414.00,2.23,Los Angeles,Spanish,775,1659,1,Foodies,1/28/2021
312,7728,Alpha Innovations,Social Media,All Ages,15 days,Website,0.14,19397.00,2.65,Miami,English,750,4582,3,Foodies,3/4/2021
313,7729,Alpha Innovations,Display,All Ages,60 days,Google Ads,0.15,16798.00,6.63,Miami,German,786,5572,2,Foodies,3/5/2021
314,7795,Innovate Industries,Email,All Ages,45 days,Instagram,0.13,14429.00,7.1,Miami,German,166,9705,4,Foodies,5/10/2021
315,7799,TechCorp,Influencer,All Ages,60 days,YouTube,0.12,16387.00,2.51,Chicago,Spanish,326,5072,2,Foodies,5/14/2021
316,7812,TechCorp,Influencer,All Ages,60 days,Google Ads,0.03,7580.00,3.57,Miami,Spanish,206,4917,2,Foodies,5/27/2021
317,7813,NexGen Systems,Search,All Ages,15 days,Facebook,0.02,7421.00,4.17,Houston,English,982,6702,7,Foodies,5/28/2021
318,7853,NexGen Systems,Display,All Ages,30 days,Instagram,0.15,14691.00,2.62,Houston,English,452,9532,9,Foodies,7/7/2021
319,7915,TechCorp,Influencer,All Ages,60 days,Email,0.14,14304.00,5.3,New York,German,834,1693,2,Foodies,9/7/2021
320,7941,NexGen Systems,Search,All Ages,60 days,Google Ads,0.05,18822.00,5.43,Chicago,German,855,3033,3,Foodies,10/3/2021
321,7985,Innovate Industries,Search,All Ages,45 days,YouTube,0.02,17579.00,4.83,Los Angeles,French,693,2895,1,Foodies,11/16/2021
322,7997,DataTech Solutions,Search,All Ages,15 days,Website,0.02,19704.00,5.71,Miami,German,349,6027,7,Foodies,11/28/2021
323,8002,TechCorp,Display,All Ages,60 days,Email,0.09,18271.00,5.5,New York,German,560,5334,1,Foodies,12/3/2021
324,8008,Alpha Innovations,Email,All Ages,30 days,Instagram,0.02,7905.00,5.97,Miami,English,564,2491,7,Foodies,12/9/2021
325,8023,NexGen Systems,Display,All Ages,60 days,YouTube,0.13,12558.00,2.1,Chicago,English,578,4298,5,Foodies,12/24/2021
326,8076,DataTech Solutions,Influencer,All Ages,30 days,Website,0.06,10980.00,3.36,New York,French,966,7734,4,Foodies,2/15/2021
327,8105,Innovate Industries,Social Media,All Ages,15 days,Google Ads,0.04,18625.00,5.86,Houston,Spanish,986,4158,9,Foodies,3/16/2021
328,8152,TechCorp,Email,All Ages,60 days,Email,0.05,15379.00,5.81,Miami,English,496,7549,4,Foodies,5/2/2021
329,8166,Alpha Innovations,Social Media,All Ages,60 days,Email,0.07,10683.00,3.07,Miami,Mandarin,685,1361,4,Foodies,5/16/2021
330,8184,NexGen Systems,Search,All Ages,60 days,Instagram,0.01,14832.00,6.6,Chicago,Mandarin,965,5209,6,Foodies,6/3/2021
331,8215,Alpha Innovations,Search,All Ages,60 days,Email,0.1,12596.00,7.87,New York,Mandarin,942,6973,9,Foodies,7/4/2021
332,8237,TechCorp,Social Media,All Ages,60 days,Email,0.02,11396.00,6.11,Los Angeles,German,398,9850,5,Foodies,7/26/2021
333,8238,NexGen Systems,Influencer,All Ages,60 days,Instagram,0.02,11254.00,4.96,Miami,German,994,4042,6,Foodies,7/27/2021
334,8300,NexGen Systems,Influencer,All Ages,30 days,Facebook,0.1,18557.00,3.24,Los Angeles,German,644,4231,7,Foodies,9/27/2021
335,8320,DataTech Solutions,Display,All Ages,15 days,Instagram,0.08,18899.00,5.39,Chicago,French,657,6945,3,Foodies,10/17/2021
336,8332,NexGen Systems,Search,All Ages,15 days,Instagram,0.1,16558.00,6.09,Los Angeles,Mandarin,411,7768,1,Foodies,10/29/2021
337,8378,NexGen Systems,Email,All Ages,45 days,Email,0.08,6025.00,4.45,Chicago,German,563,5112,9,Foodies,12/14/2021
338,8381,Alpha Innovations,Search,All Ages,30 days,Website,0.03,5806.00,7.29,Houston,German,229,8484,4,Foodies,12/17/2021
339,8408,Alpha Innovations,Influencer,All Ages,45 days,Instagram,0.12,12726.00,7.15,Miami,German,325,4882,7,Foodies,1/13/2021
340,8410,DataTech Solutions,Display,All Ages,15 days,Instagram,0.13,5520.00,6.79,Los Angeles,English,484,4825,9,Foodies,1/15/2021
341,8416,NexGen Systems,Social Media,All Ages,45 days,Facebook,0.08,19089.00,7.66,Chicago,German,749,7757,9,Foodies,1/21/2021
342,8434,Alpha Innovations,Display,All Ages,30 days,Email,0.04,12376.00,3.43,Chicago,Mandarin,875,3050,4,Foodies,2/8/2021
343,8461,Alpha Innovations,Influencer,All Ages,45 days,Instagram,0.14,16480.00,6.49,New York,Mandarin,268,1104,10,Foodies,3/7/2021
344,8470,Innovate Industries,Social Media,All Ages,60 days,Google Ads,0.13,17337.00,7.88,Los Angeles,German,407,8599,1,Foodies,3/16/2021
345,8475,DataTech Solutions,Social Media,All Ages,60 days,Website,0.14,8441.00,7.85,New York,Spanish,874,8501,2,Foodies,3/21/2021
346,8500,Innovate Industries,Influencer,All Ages,60 days,Instagram,0.12,18669.00,5.5,Los Angeles,English,514,8293,8,Foodies,4/15/2021
347,8501,Alpha Innovations,Search,All Ages,30 days,Instagram,0.08,17516.00,3.51,Chicago,Spanish,344,8008,2,Foodies,4/16/2021
348,8543,TechCorp,Search,All Ages,60 days,Website,0.05,12769.00,6.1,Miami,English,495,4019,1,Foodies,5/28/2021
349,8547,DataTech Solutions,Influencer,All Ages,30 days,Email,0.15,13374.00,3.32,Los Angeles,French,418,1841,4,Foodies,6/1/2021
350,8567,Innovate Industries,Influencer,All Ages,45 days,YouTube,0.03,7155.00,5.52,Chicago,Spanish,770,6003,7,Foodies,6/21/2021
351,8568,Alpha Innovations,Search,All Ages,30 days,YouTube,0.04,10936.00,4.88,Chicago,German,314,8199,3,Foodies,6/22/2021
352,8605,Alpha Innovations,Influencer,All Ages,30 days,YouTube,0.14,13620.00,4.51,New York,Mandarin,254,4013,1,Foodies,7/29/2021
353,8610,TechCorp,Email,All Ages,60 days,Instagram,0.07,6603.00,4.79,Houston,French,598,3562,7,Foodies,8/3/2021
354,8685,TechCorp,Influencer,All Ages,30 days,Google Ads,0.03,10010.00,2.85,Los Angeles,Spanish,172,9010,10,Foodies,10/17/2021
355,8700,TechCorp,Search,All Ages,30 days,YouTube,0.09,13197.00,7.95,Los Angeles,Spanish,615,4611,4,Foodies,11/1/2021
356,8703,Alpha Innovations,Social Media,All Ages,45 days,Facebook,0.13,15486.00,6.38,New York,Spanish,860,1360,6,Foodies,11/4/2021
357,8706,TechCorp,Social Media,All Ages,30 days,Facebook,0.1,19063.00,6.55,New York,English,363,7189,10,Foodies,11/7/2021
358,8717,Innovate Industries,Social Media,All Ages,30 days,Email,0.14,6169.00,3.32,Chicago,English,245,1261,1,Foodies,11/18/2021
359,8743,Alpha Innovations,Influencer,All Ages,60 days,Instagram,0.05,6012.00,6.64,Houston,Mandarin,900,8598,9,Foodies,12/14/2021
